Iron, Fe;Carbon, C;Sulfur, S;Silicon, Si;Phosphorous, P;Manganese, Mn;Chromium, Cr;Nickel, Ni;Molybdenum, Mo;Copper, Cu;Density;Hardness, Vickers;Thermal Conductivity;Specific Heat Capacity;CTE, linear;Electrical Resistivity;Elongation at Break;Bulk Modulus;Modulus of Elasticity;Shear Modulus;Poissons Ratio;Tensile Strength, Yield;Tensile Strength, Ultimate
96.595 - 97.72 %;0.38 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.20 - 0.30 %;0%;7.85 g/cc;276;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;16.7 %;160 GPa;205 GPa;80.0 GPa;0.29;605 MPa;910 MPa
96.435 - 97.88 %;0.42 - 0.49 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;220;NA;NA;NA;NA;NA;160 GPa;NA;80.0 GPa;NA;NA;NA
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;422;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
0.50 %;0.060 %;<= 0.0100 %;0.20 %;<= 0.0100 %;0.040 %;22.5 %;53.5 %;9.0 %;0%;NA;260;NA;NA;NA;NA;37 %;NA;NA;NA;NA;510 MPa @Strain 0.200 %;770 MPa
0%;<= 0.0200 %;<= 0.0150 %;0.40 %;<= 0.0150 %;1.5 %;19.5 %;25 %;4.5 %;1.5 %;8.10 g/cc;160;13.0 W/m-K;NA;17.0 m/m-C @Temperature 20.0 - 400 C;NA;29 % @Temperature 400 C;NA;NA;NA;NA;250 MPa @Strain 0.200 %, Temperature 400 C;410 MPa @Temperature 40.0 C
93.67 - 95.35 %;0.070 - 0.13 %;<= 0.050 %;0.15 - 0.30 %;0%;0.40 - 0.70 %;1.0 - 1.45 %;2.95 - 3.55 %;0.080 - 0.15 %;0%;7.85 g/cc;397;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;15.3 %;160 GPa;200 GPa;80.0 GPa;0.29;993 MPa;1238 MPa
96.3 - 99.1 %;0.130 - 0.650 %;0.0400 - 0.0500 %;0.150 - 0.600 %;0.035 %;0.500 - 1.05 %;0.300 - 0.650 %;0.150 - 0.750 %;0.0800 - 0.650 %;0%;7.75 - 7.85 g/cc;155 - 661;37.6 - 52.0 W/m-K;0.470 - 0.475 J/g-°C;11.2 - 14.8 µm/m-°C;0.0000170 - 0.0000234 ohm-cm;9.00 - 31.3 %;160 - 170 GPa;187 - 209 GPa;72.0 - 82.0 GPa;0.270 - 0.300;240 - 1340 MPa;450 - 1520 MPa
95.175 - 96.27 %;0.38 - 0.43 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.65 - 0.85 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;358;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;NA;159 GPa;200 GPa;78.0 GPa;0.29;NA;NA
0%;0.017 %;0.0080 %;0.85 %;0.015 %;1.7 %;23.5 %;13.5 %;0.10 %;0%;NA;200;14.0 W/m-K @Temperature 20.0 C;NA;NA;NA;35 %;NA;NA;NA;NA;400 MPa @Strain 0.200 %;600 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;284;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;21 %;160 GPa;205 GPa;80.0 GPa;0.29;490 MPa;675 MPa
93.67 - 95.35 %;0.070 - 0.13 %;<= 0.050 %;0.15 - 0.30 %;0%;0.40 - 0.70 %;1.0 - 1.45 %;2.95 - 3.55 %;0.080 - 0.15 %;0%;7.85 g/cc;269;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;19.5 %;160 GPa;200 GPa;80.0 GPa;0.29;565 MPa;862 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;284;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;20 %;160 GPa;205 GPa;80.0 GPa;0.29;572 MPa;917 MPa
96.675 - 97.8 %;0.20 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.30 - 0.40 %;0%;7.85 g/cc;372;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;11.3 %;160 GPa;200 GPa;80.0 GPa;0.29;693 MPa @Strain 0.200 %;1198 MPa
95.855 - 96.98 %;0.17 - 0.22 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.45 - 0.65 %;0.40 - 0.60 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;309;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;21.8 %;160 GPa;205 GPa;80.0 GPa;0.29;650 MPa;1005 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;411;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;13.2 %;160 GPa;205 GPa;80.0 GPa;0.29;1085 MPa;1380 MPa
95.195 - 96.33 %;0.37 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.60 - 0.80 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;531;44.5 W/m-K;0.475 J/g-°C;12.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;12 %;160 GPa;196 GPa;75.0 GPa;0.30;1550 MPa;1855 MPa
0%;<= 0.0200 %;<= 0.0150 %;0.40 %;0.015 %;1.8 %;20 %;25 %;4.5 %;1.5 %;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
95.175 - 96.27 %;0.38 - 0.43 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.65 - 0.85 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;269;44.5 W/m-K;0.475 J/g-°C;10.4 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;21.7 %;159 GPa;200 GPa;78.0 GPa;0.29;731 MPa;855 MPa
96.475 - 97.64 %;0.51 - 0.59 %;<= 0.050 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;229;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
95.015 - 96.48 %;0.37 - 0.44 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.60 - 0.95 %;0.65 - 0.95 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;323;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -70.0 - 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;NA;159 GPa;200 GPa;78.0 GPa;0.29;NA;NA
0%;<= 0.0200 %;0.012 %;0.40 %;0.010 %;1.7 %;18.5 %;13 %;3.5 %;<= 0.100 %;8.00 g/cc;160;15.0 W/m-K @Temperature 20.0 C;NA;NA;NA;28 % @Temperature 400 C;NA;NA;NA;NA;290 MPa @Strain 0.200 %, Temperature 400 C;460 MPa @Temperature 400 C
0%;<= 0.0200 %;<= 0.0150 %;0.80 %;<= 0.0250 %;1.2 %;22.5 %;9.0 %;3.0 %;0%;7.90 g/cc;240;16.0 W/m-K;NA;14.5 m/m-C @Temperature 20.0 - 400 C;NA;25 %;NA;NA;NA;NA;60.0 MPa @Strain 0.200 %;750 MPa
97.28 %;0.24 %;0.040 %;0.15 - 0.50 %;0.035 %;0.70 - 1.6 %;0.25 %;0.25 %;0.080 %;0.35 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;18 %;160 GPa;200 GPa;80.0 GPa;0.29;310 MPa;450 - 585 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;350;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;16.5 %;160 GPa;205 GPa;80.0 GPa;0.29;910 MPa;1095 MPa
95.69 %;0.36 %;0%;0.25 %;0%;0.70 %;1.4 %;1.4 %;0.20 %;0%;NA;NA;NA;NA;NA;NA;>= 12 %;NA;NA;NA;NA;690 MPa;900 - 1100 MPa
95.175 - 96.27 %;0.38 - 0.43 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.65 - 0.85 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;350;44.5 W/m-K;0.475 J/g-°C;12.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;15.5 %;159 GPa;200 GPa;78.0 GPa;0.29;1000 MPa;1138 MPa
94.9 - 96.33 %;0.17 - 0.25 %;<= 0.025 %;0.35 - 0.45 %;<= 0.025 %;1.35 - 1.85 %;0.45 - 0.60 %;0.40 - 0.70 %;0.35 - 0.45 %;0.60 - 0.70 %;NA;NA;NA;NA;NA;NA;14.4 %;NA;NA;NA;NA;1100 MPa;NA
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;384;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;15 %;160 GPa;200 GPa;80.0 GPa;0.29;979 MPa;1227 MPa
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;361;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;14.3 %;160 GPa;205 GPa;80.0 GPa;0.29;833 MPa;1157 MPa
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;411;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;13.9 %;160 GPa;205 GPa;80.0 GPa;0.29;1035 MPa;1295 MPa
95.175 - 96.27 %;0.38 - 0.43 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.65 - 0.85 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;350;44.5 W/m-K;0.475 J/g-°C;12.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;16.5 %;159 GPa;200 GPa;78.0 GPa;0.29;1096 MPa;1138 MPa
0%;<= 0.0200 %;<= 0.0150 %;0.30 %;<= 0.0200 %;0.30 %;24.5 %;9.5 %;4.0 %;0%;7.90 g/cc;NA;16.0 W/m-K;NA;14.5 m/m-C @Temperature 20.0 - 400 C;NA;25 %;NA;NA;NA;NA;650 MPa @Strain 0.200 %;850 MPa
96.595 - 97.72 %;0.38 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.20 - 0.30 %;0%;7.85 g/cc;329;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;17.4 %;160 GPa;205 GPa;80.0 GPa;0.29;965 MPa;1060 MPa
95.855 - 96.98 %;0.17 - 0.22 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.45 - 0.65 %;0.40 - 0.60 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;170;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;29 %;160 GPa;205 GPa;80.0 GPa;0.29;425 MPa;580 MPa
95.855 - 96.98 %;0.17 - 0.22 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.45 - 0.65 %;0.40 - 0.60 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;455;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;13.5 %;160 GPa;205 GPa;80.0 GPa;0.29;1225 MPa;1505 MPa
96.5 - 98.3 %;<= 0.15 %;<= 0.050 %;0.15 - 0.30 %;<= 0.040 %;0.80 - 1.35 %;0.30 - 0.50 %;0.25 - 0.50 %;0%;0.20 - 0.50 %;7.75 g/cc;NA;NA;NA;NA;NA;>= 18 %;NA;205 GPa;80.0 GPa;0.28;>= 345 MPa;NA
96.745 - 98.02 %;0.28 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.40 - 0.60 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;196;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;24.5 %;160 GPa;205 GPa;80.0 GPa;0.29;385 MPa;635 MPa
94.722 %;0.37 %;0.0080 %;0.30 %;0%;1.4 %;2.0 %;1.0 %;0.20 %;0%;7.81 g/cc;NA;29.1 W/m-K @Temperature 20.0 °C;0.460 J/g-°C @Temperature 20.0 °C;12.7 µm/m-°C @Temperature 20.0 - 200 °C;NA;NA;NA;205 GPa;NA;NA;827 MPa @Diameter 25.4 mm;979 MPa @Thickness 25.4 mm, Temperature 200 °C
97.05 %;0.29 %;0.040 %;0.15 - 0.50 %;0.035 %;1.0 - 1.5 %;0.25 %;0.25 %;0.080 %;0.35 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;16 %;160 GPa;200 GPa;80.0 GPa;0.29;345 MPa;560 - 695 MPa
96 %;<= 0.070 %;<= 0.025 %;<= 0.40 %;<= 0.025 %;0.55 %;0.75 %;0.85 %;0.20 %;1.15 %;7.80 g/cc;NA;NA;NA;NA;NA;20 %;160 GPa;NA;80.0 GPa;NA;585 MPa;620 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;411;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;11 %;160 GPa;205 GPa;80.0 GPa;0.29;1035 MPa;1296 MPa
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;339;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;15.5 %;160 GPa;200 GPa;80.0 GPa;0.29;848 MPa;1096 MPa
96.692 - 98.0795 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;332;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;NA;160 GPa;205 GPa;80.0 GPa;0.29;NA;NA
68.4 %;<= 0.030 %;<= 0.030 %;0.30 %;<= 0.040 %;1.8 %;17 %;10 %;2.1 %;0%;8.00 g/cc;NA;14.0 W/m-K @Temperature 20.0 °C;0.485 J/g-°C @Temperature 20.0 °C;16.5 µm/m-°C @Temperature 30.0 - 100 °C;NA;>= 40 %;NA;200 GPa;NA;NA;>= 205 MPa @Strain 0.200 %;515 - 690 MPa
96.327 - 97.8295 %;0.47 - 0.54 %;<= 0.045 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;254 @Diameter 102 mm;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;18.5 % @Diameter 12.7 mm;160 GPa;205 GPa;80.0 GPa;0.29;650 MPa @Diameter 102 mm;841 MPa @Diameter 102 mm
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;339;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;15 %;160 GPa;205 GPa;80.0 GPa;0.29;869 MPa;1040 MPa
95.175 - 96.27 %;0.38 - 0.43 %;<= 0.020 %;0.15 - 0.30 %;<= 0.025 %;0.65 - 0.85 %;0.70 - 0.90 %;1.65 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;350;44.5 W/m-K;0.475 J/g-°C;12.3 µm/m-°C @Temperature 20.0 °C;0.0000248 ohm-cm @Temperature 20.0 °C;17.1 %;159 GPa;200 GPa;78.0 GPa;0.29;1117 MPa;1145 MPa
>= 22.0 %;<= 0.0250 %;<= 0.0100 %;<= 0.300 %;<= 0.0200 %;0.80 %;21.5 %;40 %;2.8 %;2.1 %;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0%;<= 0.0200 %;<= 0.0150 %;0.30 %;<= 0.0200 %;1.2 %;23.5 %;12 %;0%;0%;7.90 g/cc;180;14.0 W/m-K @Temperature 20.0 C;NA;18.0 m/m-C @Temperature 20.0 - 400 C;NA;35 %;NA;NA;NA;NA;400 MPa @Strain 0.200 %;600 MPa
93.77 - 95.19 %;0.080 - 0.13 %;<= 0.025 %;0.20 - 0.35 %;<= 0.025 %;0.45 - 0.65 %;1.0 - 1.4 %;3.0 - 3.5 %;0.080 - 0.15 %;0%;7.85 g/cc;350;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;15.5 %;160 GPa;200 GPa;80.0 GPa;0.29;917 MPa;1076 MPa
95.745 - 97.18 %;0.17 - 0.23 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.40 - 0.70 %;0.35 - 0.65 %;1.55 - 2.0 %;0.20 - 0.30 %;0%;7.85 g/cc;170;44.5 W/m-K;0.475 J/g-°C;11.3 µm/m-°C @Temperature -18.0 - 95.0 °C;0.0000245 ohm-cm;29 %;160 GPa;205 GPa;80.0 GPa;0.29;425 MPa;580 MPa
96.695 - 98.08 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;319;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;16.4 %;160 GPa;205 GPa;80.0 GPa;0.29;1035 MPa;1050 MPa
>= 96.27 %;<= 0.19 %;<= 0.050 %;0.30 - 0.65 %;<= 0.040 %;0.80 - 1.25 %;0.40 - 0.65 %;<= 0.40 %;0%;0.25 - 0.40 %;7.80 g/cc;NA;NA;NA;NA;NA;>= 16 %;NA;NA;NA;NA;>= 345 MPa;NA
0.50 %;<= 0.0300 %;<= 0.0100 %;0.20 %;<= 0.0150 %;0.20 %;22 %;>= 60.0 %;9.0 %;0%;8.30 g/cc;220;15.0 W/m-K @Temperature 20.0 C;NA;12.0 m/m-C @Temperature 20.0 - 400 C;NA;42 %;NA;NA;NA;NA;430 MPa @Strain 0.200 %;770 MPa
>= 96.6 %;<= 0.20 %;<= 0.030 %;0.15 - 0.50 %;<= 0.040 %;0.70 - 1.6 %;<= 0.25 %;<= 0.25 %;<= 0.080 %;<= 0.35 %;7.80 g/cc;NA;NA;NA;NA;NA;>= 18 %;NA;205 GPa;80.0 GPa;0.28;>= 310 MPa;NA
96.895 - 98.02 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 0.90 %;0.40 - 0.60 %;0.40 - 0.70 %;0.15 - 0.25 %;0%;7.85 g/cc;170;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;28.5 %;160 GPa;205 GPa;80.0 GPa;0.29;360 MPa;565 MPa
96.595 - 97.72 %;0.38 - 0.43 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.75 - 1.0 %;0.40 - 0.60 %;0.40 - 0.70 %;0.20 - 0.30 %;0%;7.85 g/cc;269;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;15.5 %;160 GPa;205 GPa;80.0 GPa;0.29;600 MPa;910 MPa
67.9 %;<= 0.030 %;<= 0.030 %;0.60 %;<= 0.040 %;1.8 %;16.5 %;11 %;2.1 %;0%;7.90 g/cc;NA;14.0 W/m-K @Temperature 20.0 °C;0.485 J/g-°C @Temperature 20.0 °C;16.5 µm/m-°C @Temperature 30.0 - 100 °C;NA;>= 40 %;NA;200 GPa;NA;NA;>= 205 MPa @Strain 0.200 %;515 - 690 MPa
96.327 - 97.8295 %;0.47 - 0.54 %;<= 0.045 %;0.15 - 0.35 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;223;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;22.5 %;160 GPa;205 GPa;80.0 GPa;0.29;385 MPa;715 MPa
96.435 - 97.88 %;0.37 - 0.44 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.20 - 0.30 %;0%;7.85 g/cc;269;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;21.5 %;160 GPa;205 GPa;80.0 GPa;0.29;731 MPa;876 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;661;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;12.8 %;160 GPa;205 GPa;80.0 GPa;0.29;926 MPa;1250 MPa
0%;0.029 %;0%;0.85 %;0%;1.15 %;18.5 %;11.9 %;2.6 %;0%;NA;NA;NA;NA;NA;NA;40 %;NA;NA;NA;NA;442 MPa @Strain 0.200 %;570 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;155;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;31 %;160 GPa;205 GPa;80.0 GPa;0.29;385 MPa;530 MPa
96.785 - 98.21 %;0.19 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.64 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;440;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;13 %;160 GPa;205 GPa;80.0 GPa;0.29;1041 MPa @Strain 0.200 %;1451 MPa
96.745 - 98.22 %;0.18 - 0.23 %;<= 0.040 %;0.15 - 0.35 %;<= 0.035 %;0.60 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;261;46.6 W/m-K;0.475 J/g-°C;NA;0.0000234 ohm-cm;19.5 %;160 GPa;205 GPa;80.0 GPa;0.29;560 MPa;855 MPa
96.525 - 97.96 %;0.19 - 0.25 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.70 - 1.05 %;0.35 - 0.65 %;0.35 - 0.75 %;0.30 - 0.40 %;0%;7.85 g/cc;440;51.9 W/m-K;0.472 J/g-°C;11.5 µm/m-°C @Temperature 20.0 °C;0.0000174 ohm-cm;13 %;160 GPa;200 GPa;80.0 GPa;0.29;1041 MPa @Strain 0.200 %;1451 MPa
97.0845 %;0.12 - 0.21 %;0.040 %;0.20 - 0.35 %;0.035 %;0.95 - 1.3 %;0.40 - 0.65 %;0.30 - 0.70 %;0.20 - 0.30 %;0%;7.75 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;16 %;160 GPa;200 GPa;80.0 GPa;0.29;690 MPa;795 - 930 MPa
95.05 %;0.55 %;0%;0.30 %;0%;0.70 %;1.1 %;1.7 %;0.50 %;0%;7.78 g/cc;NA;36.0 W/m-K @Temperature 20.0 °C;NA;13.1 µm/m-°C @Temperature 20.0 - 199 °C;NA;NA;NA;215 GPa;NA;NA;NA;NA
96.692 - 98.0795 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;319;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;16.4 %;160 GPa;205 GPa;80.0 GPa;0.29;1035 MPa;1050 MPa
95.77 %;0.15 %;0.025 %;0.50 %;0.025 %;0.30 - 0.60 %;2.0 - 2.5 %;0.40 %;0%;0.40 %;7.80 g/cc;NA;52.0 W/m-K;0.470 J/g-°C;12.0 µm/m-°C;0.0000170 ohm-cm;20 %;160 GPa;200 GPa;80.0 GPa;0.29;380 MPa;585 - 760 MPa
96.695 - 98.08 %;0.27 - 0.33 %;<= 0.040 %;0.15 - 0.30 %;<= 0.035 %;0.65 - 0.95 %;0.35 - 0.65 %;0.35 - 0.75 %;0.15 - 0.25 %;0%;7.85 g/cc;235;46.6 W/m-K;0.475 J/g-°C;11.2 µm/m-°C @Temperature 21.0 - 100 °C;0.0000234 ohm-cm;22.5 %;160 GPa;205 GPa;80.0 GPa;0.29;615 MPa;765 MPa
